,title,address,area,price,number_bedroom,number_wc,number_floor,direction,entrance,facade,number_parking,id_estate
819,"Căn hộ eco xuân bình dương, cđt setia malaysia, giá 26 triệu/m2", Bình Dương,86.0,0.1978,3.0,2.0,20.0,Đông,30.0,30.0,1.0,3873331
820,"Cần bán căn hộ him lam chợ lớn block b và c, giá 2021, lh tài 0967.087.089", TP HCM,86.0,3.2,2.0,2.0,20.0,Đông nam,30.0,30.0,1.0,3890812
821,Bán căn hộ khu c topaz đường bờ bao tân thắng q tân phú, TP HCM,69.0,2.6,2.0,1.0,7.0,,15.0,15.0,2.0,3944830
822,Chính chủ bán căn hộ cc thanh yến đường thanh đa p27 bình thạnh, TP HCM,70.0,3.45,2.0,2.0,20.0,Đông nam,15.0,15.0,2.0,3944824
823,Chính chủ bán gấp giá tốt căn hộ 49m2 cc vision bình tân, TP HCM,49.0,1.5,1.0,1.0,20.0,,15.0,15.0,2.0,3944818
824,"Bán nhanh căn hộ tầng 11, căn 2 pn, dt 57m2- chung cư ori garden đà nẵng", Đà Nẵng,56.6,1.25,2.0,2.0,20.0,Đông nam,30.0,30.0,2.0,3944631
825,Chính chủ cần bán gấp căn hộ 105m2 giá 4.3 tỷ bao phí tại king palace, Hà Nội,105.0,4.3,3.0,2.0,20.0,,30.0,30.0,1.0,3944621
826,Cần bán gấp căn hộ 100m2 giá 4 ỷ tại chung cư handi resco 31 lê văn lương, Hà Nội,100.0,4.0,3.0,2.0,20.0,,30.0,30.0,1.0,3944615
827,"Bán căn góc 2 pn chung cư ori garden đà nẵng chỉ 1,5 tỷ bao thuế", Đà Nẵng,56.7,1.5,2.0,2.0,20.0,,30.0,30.0,2.0,3944587
828,Chuyển nhượng căn hộ chung cư 140m2 tại no4b-t1 ngoại giao đoàn, Hà Nội,118.0,4.05,3.0,2.0,26.0,Đông nam,30.0,30.0,1.0,3944145
829,"Chỉ với 1.7 tỷ sở hữu căn hộ the sailing ck 13%, tặng 2 chỉ vàng o965172574", Bình Định,45.0,1.7,1.0,1.0,25.0,Tây bắc,30.0,30.0,2.0,3944489
830,"Chính chủ bán ccmn nguyễn văn cừ 600tr/căn 1-2pn full nội thất,oto đỗ cửa", Hà Nội,31.0,0.65,1.0,1.0,6.0,,30.0,30.0,2.0,3414813
831,The lines/ sở hữu vị trí trọng tâm và góc nhìn triệu đô giữa ecopark, Hưng Yên,84.0,4.0,3.0,2.0,15.0,Đông nam,30.0,30.0,2.0,3944456
832,"Bán căn hộ hóc môn 3pn 2wc, sổ riêng, sở hữu trọn đời", TP HCM,60.0,0.8,2.0,2.0,20.0,,30.0,30.0,2.0,3944372
833,"600 triệu, sở hữu ngay căn hộ cc tại le grand jardin - nh cho vay 70%, ls 0% 12", Hà Nội,65.0,2.1,2.0,2.0,15.0,Đông nam,30.0,30.0,4.0,3927685
834,"Bán căn 97m2, 3pn, bc đông nam, kđt sài đồng, view bể bơi, giá chỉ 3,34tỷ, ls 0%", Hà Nội,97.0,3.34,3.0,2.0,20.0,Đông nam,30.0,30.0,4.0,3933179
835,Chỉ cần 500 triệu sở hữu căn hộ sống xanh thiết kế bền vững-nhận nhà ở ngay-65m2, Hà Nội,65.0,2.08,2.0,2.0,20.0,,30.0,30.0,2.0,3941202
836,"2.280 tỷ sở hữu căn cc 73m2 tại eco city việt hưng, ko vay bank ck 16%/70%gtch", Hà Nội,73.0,2.02,2.0,2.0,20.0,,30.0,30.0,2.0,3941975
837,Cập nhật bảng hàng và chính sách mới căn hộ vina2 panorama quy nhơn, Bình Định,52.0,1.2,1.0,1.0,20.0,Đông nam,30.0,30.0,2.0,3944361
838,Tổng hợp quỹ căn eco city giá tốt từ 1.78 tỷ - 2.7 tỷ full nội thất cao cấp, Hà Nội,64.0,1.8,2.0,2.0,10.0,Đông nam,30.0,30.0,2.0,3937519
839,"Giá gốc từ cđt, bán căn góc 3pn dự án hc golden, 87m giá chỉ 3,6 tỷ nhận nhà", Hà Nội,87.0,3.6,2.0,2.0,15.0,Đông bắc,30.0,30.0,2.0,3937916
840,"Giá gốc từ cđt, bán căn góc 3pn dự án hc golden, 87m giá chỉ 3,6 tỷ", Hà Nội,87.3,3.6,3.0,2.0,20.0,Đông nam,30.0,30.0,2.0,3940517
841,"Quỹ căn ngoại giao dự án ecocity việt hưng 2n, 3n giá chỉ từ 1,78 tỷ, hỗ trợ vay", Hà Nội,64.0,0.11392,2.0,2.0,10.0,Đông nam,30.0,30.0,2.0,3934972
842,"Hot. nhượng lại suất ngoại giao 2pn, giá chỉ từ 1,78 tỷ chiết khấu lên tới 300tr", Hà Nội,64.0,1.78,2.0,2.0,10.0,Đông nam,30.0,30.0,2.0,3936991
843,Chính chủ bán căn hộ chung cư mỹ đức phường 21 quận bình thạnh, TP HCM,95.0,3.6,2.0,2.0,20.0,,30.0,30.0,2.0,3944362
844,"Chính chủ bán căn hộ everich ìninity, đã có sổ hồng vĩnh viễn", TP HCM,80.0,5.8,2.0,2.0,20.0,,30.0,30.0,2.0,3944357
845,"Chính chủ cần bán căn hộ 2 phòng ngủ, 63m2, view vinhomes riverside", Hà Nội,63.0,0.0945,2.0,2.0,11.0,Đông nam,20.0,20.0,2.0,3940800
846,Giảm giá mùa dịch đên 7% khi mua căn hộ lavita thuận an trong tháng 7 duy nhất., Bình Dương,50.0,1.64,1.0,1.0,15.0,Đông nam,18.0,45.0,4.0,3933685
847,"Trúng xe ô tô mazda 3 khi mua căn hộ biên hòa univer complex, chỉ cần đóng 30%.", Đồng Nai,73.0,2.3,2.0,2.0,16.0,Tây Nam,15.0,45.0,4.0,3930421
848,"Căn hộ q7 sài gon riverside mặt tiền đào trí, quận 7 giá tốt, hỗ trợ vay 50%", TP HCM,53.0,1.85,2.0,1.0,12.0,Tây,30.0,30.0,4.0,3928987
849,"Đầu tư chung cư biên hòa universe complex trúng xe mazda3, giảm giá 4%, trả góp.", Đồng Nai,74.0,2.3,2.0,2.0,17.0,Đông bắc,18.0,45.0,4.0,3931238
850,Chung cư biên hòa universe complex 73m 2pn/2.2 tỷ bàn giao nội thất cao cấp., Đồng Nai,73.0,2.28,2.0,2.0,9.0,Nam,18.0,45.0,4.0,3927310
851,"Căn hộ quy nhơn melody giảm giá 3%, hoàn tiền 5%, cách biển 50m.", Bình Định,51.0,1.7,1.0,1.0,25.0,,30.0,30.0,2.0,3810525
852,"Căn hộ lavita charm thủ đức ngã tư bình thái, nhận nhà 2021 hỗ trợ vay 70%", TP HCM,67.3,2.4,2.0,2.0,20.0,Tây Nam,15.0,33.0,4.0,3821289
853,"Căn hộ 3pn biên hòa universe complex 85m2 giá chỉ 2,470tỷ trả góp 36 trợ vay 70%", Đồng Nai,85.0,2.47,3.0,2.0,26.0,Đông nam,18.0,45.0,3.0,3861398
854,"Mở bán căn hộ biên hòa universe complex tp biên hòa giá chỉ 1,9 ty/ 2pn 66m2.", Đồng Nai,66.0,1.9,2.0,2.0,18.0,,18.0,45.0,4.0,3855558
855,"Căn hộ biên hòa universe hưng thịnh trung chỉ từ 1,550 tỷ/căn 54m2 trợ vay 70%", Đồng Nai,54.0,1.55,2.0,1.0,15.0,Đông,20.0,45.0,4.0,3848824
856,"Bán căn hộ new galaxy kề suối tiên, khu làng đại học 63m2/2pn giá chỉ 2,2 tỷ.", Bình Dương,62.0,2.2,2.0,1.0,12.0,Đông nam,30.0,30.0,2.0,3846943
857,"Mở bán căn hộ hưng thịnh tp biên hòa cách lotte chỉ hơn 1km, chỉ 1,5 tỷ/căn", Đồng Nai,52.0,1.5,1.0,1.0,21.0,Đông bắc,45.0,45.0,4.0,3854220
858,"Căn hộ cao cấp biên hòa universe mặt tiền xa lộ hà nội giá chỉ 32tr/m2, trả góp.", Đồng Nai,68.0,2.17,2.0,2.0,19.0,Đông,18.0,45.0,4.0,3854716
859,"Bán căn hộ q7 saigon riverside complex 2pn 67m2 giá chỉ 2,150 tỷ bao phí", TP HCM,67.0,2.15,2.0,2.0,29.0,Bắc,45.0,45.0,4.0,3875205
860,Căn hộ new galaxy tại khu làng đại học quốc gia tp hcm giá chỉ từ 32tr/m2, Bình Dương,52.0,1.7,1.0,1.0,19.0,,15.0,32.0,1.0,3819964
861,Suất nội bộ căn 50.1m2 dự án new galaxy giảm 4% tổng giá kèm hoàn tiền thêm 5%., Bình Dương,50.11,1.56,2.0,2.0,9.0,Đông nam,15.0,33.0,2.0,3806418
862,Căn hộ cao cấp lavita thành phố thuận an 70m² 2pn chỉ cần đóng 560tr ân hạn lãi, Bình Dương,70.0,2.4,2.0,2.0,12.0,Đông nam,50.0,50.0,4.0,3926621
863,"Căn hộ lavita thuận an 90m²3pn chỉ đóng 30%,ck 2%, gía sau giảm trong tháng này.", Bình Dương,91.0,2.45,3.0,2.0,18.0,Tây Nam,50.0,30.0,4.0,3926631
864,Giảm giá đến 7% khi khách mua căn hộ lavita thuận an trong tháng 7 hoàn tiền 5%, Bình Dương,72.0,2.09,2.0,2.0,18.0,Đông nam,18.0,45.0,4.0,3938104
865,Chính chủ cần bán gấp chung cư lotus central bắc ninh- lý thái tổ -t12 căn 03a, Bắc Ninh,68.0,2.15,2.0,2.0,12.0,,40.0,30.0,2.0,3926553
866,"Tôi cần bán gấp cc nguyễn đức cảnh, 133m2, 4pn, 3vs, căn góc", Hà Nội,118.0,2.65,3.0,2.0,18.0,Tây Nam,32.0,5.0,2.0,3526727
867,Căn hộ veiw biển kiểu nhật chỉ từ 1 tỷ/ căn, Đà Nẵng,45.0,1.0,3.0,2.0,21.0,Đông nam,27.0,27.0,2.0,3944276
868,Mở bán quỹ căn mới tòa dv4 cực hot chỉ 1.8 tỷ căn 2 ngủ full đồ, Hà Nội,65.0,1.8,2.0,2.0,20.0,,30.0,30.0,2.0,3944277
869,Mở bán chung cư housinco nguyễn xiển căn 3 ngủ 94m2 chỉ từ 3 tỷ, Hà Nội,94.0,3.0,3.0,2.0,20.0,Đông nam,30.0,30.0,2.0,3939745
870,"Mở bán chung cư lavender 176 định công chỉ từ 1,6 tỷ/căn", Hà Nội,65.0,2.0,2.0,2.0,20.0,,30.0,30.0,2.0,3939748
871,"Chỉ 900 triệu nhận nhà ở ngay. giá chỉ từ 22,5 tr/m2", Hà Nội,107.0,2.6,3.0,3.0,26.0,Đông nam,10.0,30.0,2.0,3944272
872,Bài toán 1 tỷ sở hữu căn hộ đã được giải quyết. đóng 900tr nhận nhà ở 0968837420, Hà Nội,118.0,3.1,3.0,3.0,26.0,Đông nam,10.0,30.0,2.0,3944151
873,Căn hộ cao cấp - đẳng cấp 5 sao tại felicia city, Bình Phước,118.0,0.5,2.0,2.0,20.0,,31.0,31.0,2.0,3936419
874,Gia đình cần bán gấp căn góc full nội thất chung cư 7a lê đức thọ cầu giấy, Hà Nội,85.0,2.4,2.0,1.0,17.0,Đông nam,30.0,30.0,4.0,3944266
875,Căn hộ 2 ngủ view đẹp hỗ trợ lãi suất 0% tại trung tâm hà đông . 0962374177, Hà Nội,65.0,1.87,2.0,2.0,20.0,Đông nam,30.0,30.0,2.0,3937178
876,"Bán căn hộ 3 ngủ chính sách tốt nhất tòa , hỗ trợ thanh toán tiến độ 2 năm", Hà Nội,118.0,3.2,3.0,2.0,20.0,Đông bắc,30.0,30.0,2.0,3939433
877,Gấp bán căn hộ 65m2 tầng 28 ưu đãi lãi suất đến tận cuối năm 2022., Hà Nội,65.0,1.8,2.0,2.0,20.0,Tây Nam,30.0,30.0,2.0,3939579
878,Duy nhất 1 căn 135 m2 giá ưu đãi bán nhanh trong tháng 7 - hỗ trợ vay bank, Hà Nội,118.0,3.0,3.0,3.0,20.0,Đông bắc,30.0,30.0,2.0,3938314
879,Bán gấp căn hộ 136m2 3 ngủ 3vs nhận nhà từ 950 triệu. vay bank được 0962374177, Hà Nội,118.0,3.0,3.0,3.0,20.0,Đông nam,30.0,30.0,2.0,3937729
880,Duy nhất căn hộ sân vườn trung tâm hà đông . miễn lãi đến cuối 2022., Hà Nội,80.0,2.0,2.0,2.0,20.0,Đông bắc,30.0,30.0,2.0,3939310
881,Còn duy nhất căn hộ siêu rẻ 3 phòng ngủ bán nhanh . 0962374177, Hà Nội,118.0,3.0,3.0,3.0,20.0,Đông bắc,30.0,30.0,2.0,3941949
882,Gấp bán căn hộ 3 ngủ 136m2 hỗ trợ 900 triệu nhận nhà 0962374177, Hà Nội,118.0,3.0,3.0,3.0,20.0,Đông bắc,30.0,30.0,2.0,3943392
883,Chính chủ muốn bán lại ngay trong tháng căn 3 pn . hỗ trợ vay bank 0962374177, Hà Nội,118.0,3.0,3.0,3.0,20.0,Đông bắc,30.0,30.0,2.0,3943441
884,Chính chủ bán căn hộ- vinhome-skylake tòa nhà s3-1508-phạm hùng, Hà Nội,72.0,3.5,2.0,2.0,20.0,Đông nam,30.0,30.0,2.0,3928806
885,Chỉ 225trieu/25%/ căn ngay tp thuận an-bình dương, Bình Dương,48.0,0.9,2.0,1.0,29.0,,16.0,12.0,4.0,3941722
886,Tặng ngay 150tr 10 chỉ vàng khi đăng ký mua căn hộ picity q12, TP HCM,58.0,2.08,2.0,1.0,20.0,,25.0,30.0,4.0,3944246
887,Căn hộ imperium cao cấp view biển tọa lạc tại phía nam tp nha trang, Khánh Hòa,40.0,1.6,1.0,1.0,39.0,Nam,20.0,30.0,2.0,3932650
888,💥💥🌈hót Hót 🏙☘️☘️ căn hộ đẹp duy nhất còn được áp dụng ưu đãi trong đợt dịch này ạ, ,63.1,2.87,2.0,2.0,11.0,Bắc,30.0,8.0,2.0,3944240
889,Còn 3 suất ngoại giao dành cho khách mua căn hộ 2pn chung cư cao cấp the sang, Đà Nẵng,82.0,0.827,2.0,2.0,20.0,Đông nam,30.0,30.0,4.0,3944227
890,Quỹ hàng tốt nhất la fortuna - 300 căn 2pn - 3pn penthouse- nhìn trực diện tp, Vĩnh Phúc ,86.0,1.8,2.0,2.0,20.0,Đông nam,30.0,30.0,2.0,3944221
891,Căn hộ cao cấp giá rẻ ngay trung tâm thành phố thuận an, Bình Dương,32.0,0.9,2.0,2.0,20.0,,30.0,30.0,2.0,3942486
892,Căn hộ chung cư ngay vòng xoay an phú thuận an, Bình Dương,60.0,1.41,2.0,2.0,22.0,,30.0,54.0,2.0,3940939
893,Căn đẹp nhất dự án có trong giỏ hàng tháng 8 này, Bà Rịa - Vũng Tàu,110.0,4.3,2.0,2.0,12.0,Đông nam,30.0,30.0,4.0,3944189
894,Không gian sống xanh với hơn 70% diện tích cây xanh chỉ có tại aria vũng tàur, Bà Rịa - Vũng Tàu,87.0,2.26,2.0,2.0,14.0,Đông nam,30.0,30.0,4.0,3944187
895,"Thời điểm vàng để mua bất động sản biển, aria chiết khấu 7 lượng vàng 9999", Bà Rịa - Vũng Tàu,91.0,2.73,2.0,2.0,14.0,,30.0,30.0,4.0,3944188
896,Bán thu vốn căn hộ q7 sài gòn riverside quận 7 hỗ trợ vay 40% giá tốt tại dự án, TP HCM,66.7,2.2,2.0,2.0,15.0,Nam,18.0,35.0,4.0,3889118
897,Bán căn hộ lavita thuận an mặt tiền ql13 giá chỉ 1.7 tỷ/căn chỉ trả 30% nhận nhà, Bình Dương,50.0,0.085,2.0,1.0,15.0,Đông bắc,45.0,25.0,4.0,3895007
898,Bán căn hộ biên hòa unverse complex hưng thịnh tại tp biên hòa 1.97 tỷ/2pn, Đồng Nai,68.0,2.29,2.0,2.0,17.0,Đông bắc,18.0,45.0,4.0,3860520
899,"Căn hộ biên hòa universe 74m2 chỉ 2,2 tỷ/2pn 2wc, vp bank trợ vay 70% lãi 7,8%", Đồng Nai,73.0,2.2,2.0,2.0,29.0,Đông nam,18.0,45.0,4.0,3868290
900,Bán thu vốn căn hộ new galaxy c01 giá tốt nhất dự án liên hệ 0931301767, Bình Dương,52.0,1.7,1.0,1.0,15.0,Đông,15.0,35.0,4.0,3806282
901,"Dự án new galaxy hưng thịnh mở bán tiếp block lovely giá chỉ 1,7 tỷ giảm 4%", Bình Dương,56.0,1.72,2.0,1.0,8.0,,15.0,32.0,2.0,3813254
902,"Mua căn hộ lavita thuận an trong tháng 7 ưu đãi khủng đến 7%, thanh toán 30%.", Bình Dương,69.0,2.21,2.0,2.0,18.0,Nam,18.0,40.0,4.0,3934063
903,"Giảm giá đên 7% khi mua căn hộ lavita thuận an trong tháng 7,chiết khấu vượt 18%", Bình Dương,69.0,2.35,2.0,2.0,18.0,Đông nam,18.0,40.0,4.0,3936181
904,Chung cư biên hòa universe cao cấp tại thành phố biên hòa 78m² 2pn 2wc, Đồng Nai,78.0,2.3,2.0,2.0,19.0,Bắc,18.0,45.0,4.0,3936188
905,"Căn hộ moonlight centre point chỉ thanh toán 1%/tháng, ngay aeon mall bình tân.", TP HCM,35.0,1.85,1.0,1.0,15.0,Đông bắc,18.0,45.0,4.0,3943761
906,"Nội thất căn hộ moonlight centre point cao cấp 4.0, thanh toán 20% nhận nhà.", TP HCM,53.0,2.8,2.0,1.0,12.0,,18.0,40.0,4.0,3943762
907,Swan park onsens - ecopark - căn hộ khoáng nóng đầu tiên tại hà nội, Hưng Yên,65.0,3.6,2.0,2.0,20.0,Đông nam,30.0,30.0,4.0,3928899
908,Siêu dự án swan lake onsens residences - ecoaprk. nhận cọc đặt chỗ ngay, Hưng Yên,60.0,3.36,2.0,2.0,39.0,Tây Nam,30.0,30.0,4.0,3926682
909,Bán căn hộ chung cư eco city 2pn 2vs 72.84m2- 2.082 tỷ- đông nam, Hà Nội,83.0,2.08,2.0,2.0,16.0,Đông nam,40.0,30.0,4.0,3914538
910,Chung cư eco city việt hưng 2pn 2vs -2ty 1, Hà Nội,72.84,0.15165288,2.0,2.0,20.0,Đông nam,30.0,30.0,4.0,3914708
911,Eco city việt hưng chỉ 600 triệu nhận nhà ở ngay hỗ trợ vay nh 0% trong 2 năm, Hà Nội,63.0,1.8,2.0,2.0,20.0,Đông nam,30.0,30.0,4.0,3917045
912,Bán xuất ngoại giao 73m2 -2.082 tỷ 2pn tại eco city việt hưng, Hà Nội,73.0,2.08,2.0,2.0,20.0,Đông nam,30.0,30.0,4.0,3926934
913,"Suất ngoài giao căn hộ chung cư eco city, việt hưng 83m2-2.245 tỷ", Hà Nội,83.0,2.24,3.0,2.0,17.0,Đông nam,30.0,30.0,4.0,3927874
914,Vin ocean park- phân khu pavilion - singapore thu nhỏ, Hà Nội,74.0,2.6,2.0,2.0,20.0,,30.0,30.0,2.0,3943312
915,"Bán căn 65m2 giá tốt nhất dự án le grand jardin - chỉ 2,080 tỷ - nhận nhà ở ngay", Hà Nội,65.0,2.08,2.0,2.0,20.0,,30.0,30.0,2.0,3941203
916,Chỉ với 2.6 tỷ sở hữu ngay căn hộ 3pn le grand jardin-dt 83.4m2 -hướng đông nam, Hà Nội,83.0,2.6,3.0,2.0,20.0,Đông nam,30.0,30.0,4.0,3922516
917,"Mở bán chung cư tsg lotus sài đồng, 86m2- 2.287 tỷ", Hà Nội,86.0,2.29,2.0,2.0,20.0,Đông nam,30.0,30.0,4.0,3914820
918,2.6 tỷ sở hữu ngay căn hộ 3pn le grand jardin - dt 83.4m2 - hướng đông nam, Hà Nội,83.0,2.6,3.0,2.0,20.0,Đông nam,30.0,30.0,4.0,3920921
919,Bán cắt lỗ căn hộ chung cư cao cấp sol forest -ecopark 2pn 2vs, Hưng Yên,64.0,2.7,2.0,2.0,20.0,Đông bắc,30.0,30.0,4.0,3919199
920,Kênh đầu tư bất động sản chắc chắn mang lại dòng tiền thụ động, Khánh Hòa,42.0,1.7,2.0,1.0,10.0,Đông,30.0,30.0,2.0,3940968
921,Căn hộ chung cư dành cho các nhà đầu tư thông minh, Khánh Hòa,42.0,0.7,2.0,1.0,10.0,Đông,30.0,30.0,2.0,3940971
922,Những điều cần biết khi muốn đầu tư căn hộ ancuising nha trang, Khánh Hòa,50.0,2.5,2.0,2.0,20.0,Đông,30.0,30.0,2.0,3942895
923,"An cruising nha trang , căn hộ mặt biển sở hữu vĩnh viễn chỉ với 700tr", Khánh Hòa,40.0,1.8,1.0,1.0,10.0,Đông,30.0,30.0,2.0,3939281
924,"Cơ hội cuối cùng sở hữu ch 2pn eco city vh chỉ 1.79 tỷ, htls 0%", Hà Nội,67.0,1.79,2.0,2.0,20.0,,30.0,30.0,2.0,3941724
925,Duy nhất trong tháng 8 chỉ từ 3tỷ sở hữu ngay ch 3pn 3bc trung tâm long biên, Hà Nội,97.0,3.0,3.0,2.0,15.0,Đông nam,30.0,30.0,2.0,3942814
926,"Bán suất ngoại giao căn 3pn tại dự án eco city việt hưng view góc đẹp, giá 2.3tỷ", Hà Nội,84.0,2.3,3.0,2.0,20.0,,30.0,30.0,2.0,3940697
927,"Ra hàng dự án brg grand plaza 16 láng hạ. giá chỉ từ 4,1 tỷ/căn", Hà Nội,54.0,4.1,2.0,2.0,20.0,,30.0,30.0,2.0,3940007
928,"Udic westlake nhận nhà ngay,căn 85m2 full nội thất chỉ 3 tỷ", Hà Nội,85.0,3.0,2.0,2.0,20.0,Tây Nam,30.0,30.0,1.0,3833421
929,"Ra mắt căn hộ duplex crystal river, ""biệt thự trên không"" đầu tiên của hà nội", Hà Nội,108.0,6.5,2.0,2.0,20.0,,30.0,30.0,2.0,3841175
930,"Udic westlake nhận nhà luôn,giá bán chỉ 34tr/m2 full nội thất", Hà Nội,116.0,4.0,3.0,2.0,20.0,Tây Nam,30.0,30.0,1.0,3823458
931,"The link 345 ciputra ra chính sách mới, km tới 15%. căn 3pn giá chỉ từ 4,2 tỷ", Hà Nội,106.0,4.2,3.0,2.0,20.0,,30.0,30.0,2.0,3923852
932,"Bán chcc sakura tower, 47 vũ trọng phụng, thanh xuân, hà nội. lh0984672007", Hà Nội,55.0,1.65,1.0,2.0,24.0,Đông nam,2.0,5.6,2.0,3757096
933,"Em cần bán căn hộ chung cư tầng 4, vào tên chính chủ, vị trí đẹp nhất kđt.", Hải Phòng,63.0,0.76,2.0,2.0,4.0,Đông,36.0,30.0,4.0,3944152
934,"Chỉ với 600tr sổ đỏ trao tay ch 2pn dự án eco city, hỗ trợ 0% ls 24th", Hà Nội,63.0,1.8,2.0,2.0,20.0,Đông nam,30.0,30.0,2.0,3931930
935,"Lộ diện ch dưới 1 tỷ đồng ngay trung tâm bình dương, trợ vay ls 0%, miễn nợ gốc", Bình Dương,33.0,0.8,1.0,1.0,12.0,Đông nam,32.0,200.0,4.0,3921176
936,"Ch cao cấp 64m2, shr, ban công view sông sài gòn cực đẹp, gần cầu phú long q12", Bình Dương,64.0,1.68,2.0,2.0,3.0,Đông nam,32.0,200.0,4.0,3874734
937,Bán căn 48m2 view sông sg ngăn 2pn gía 1 tỷ 2 (vat) tt chỉ 400tr nhận nhà, Bình Dương,48.0,1.2,2.0,1.0,12.0,Đông nam,32.0,200.0,4.0,3896747
938,Căn góc duy nhất 56m2 tầng 16 giá tốt nhất và view đẹp nhất dự án vista quận 12, Bình Dương,56.0,1.43,2.0,1.0,16.0,Tây bắc,32.0,200.0,4.0,3882771
939,"Quỹ căn ngoại giao căn góc 3 pn, giá gốc cđt, lh 0972194555", Vĩnh Phúc ,75.0,1.8,2.0,2.0,20.0,Đông nam,30.0,30.0,2.0,3944111
940,"Chỉ 2.6 tỷ sở hữu căn hộ 3pn 83m2 le grand jardin, ck 3%, vay 0%", Hà Nội,83.0,2.6,2.0,2.0,20.0,,30.0,30.0,2.0,3918269
941,"Bán gấp căn g30906, dt 97m2 - 3pn view hồ harmony le grand jardin giá 3.3 tỷ", Hà Nội,97.0,3.36,2.0,2.0,20.0,Đông bắc,30.0,30.0,2.0,3931987
942,Hotline phòng kd cđt: 0964364723 quỹ căn 2pn-3pn giá tốt nhất quỹ căn đẹp ck3%, Hà Nội,83.0,2.6,3.0,2.0,20.0,Đông bắc,30.0,30.0,2.0,3941102
943,Housinco premium lựa chọn cuối cùng trên mặt đường nguyễn xiển, Hà Nội,93.7,0.29984,3.0,2.0,20.0,Đông nam,30.0,30.0,3.0,3944108
944,Mở bán sát aeon mall bình tân trả góp 1%/tháng moonlight centre point hưng thịnh, TP HCM,65.0,3.0,2.0,2.0,20.0,,30.0,30.0,2.0,3943048
945,Chiết khấu ngay 33% khi ký hđ ch bh univer không thể có chiết khấu khủng hơn, Đồng Nai,70.0,1.61,2.0,2.0,20.0,,30.0,30.0,2.0,3938463
946,"Căn hộ biển, sở hữu lâu dài, ngân hàng hỗ trợ tới 70%", Bình Định,40.0,1.39,1.0,1.0,20.0,Bắc,30.0,30.0,2.0,3944095
947,Chỉ 350tr sở hữu ngay căn hộ cao cấp biên hòa universe complex, Đồng Nai,72.0,0.35,2.0,2.0,29.0,,60.0,60.0,4.0,3857039
948,"Cần bán căn hộ 2pn 2wc 71m nhận nhà về ở luôn, nội thất đầy đủ", Hà Nội,71.0,1.8,2.0,2.0,27.0,Tây Nam,30.0,30.0,1.0,3859847
949,"Bán căn hộ central garden quận 1, chỉ với 819 triệu. chính chủ trực tiếp", TP HCM,83.0,0.819,2.0,2.0,15.0,,40.0,40.0,4.0,3932764
950,"Bán căn hộ central garden quận 1, chỉ với 825 triệu. hoa hồng môi giới 1%", TP HCM,83.0,0.825,2.0,2.0,15.0,,40.0,40.0,4.0,3932730
951,Pkd cđt ra căn rẻ nhất cho kh nào cần quan tâm, Bà Rịa - Vũng Tàu,91.0,2.37,2.0,2.0,20.0,Đông nam,30.0,30.0,4.0,3944061
952,Hot hot ưu đãi cực khủng mùa covid dự án aria vũng tàu, Bà Rịa - Vũng Tàu,87.0,2.26,2.0,2.0,14.0,Đông nam,30.0,30.0,4.0,3928797
953,Căn hộ sát biển duy nhất tại vũng tàu ưu đãi lớn nhất từ trước tới nay, Bà Rịa - Vũng Tàu,87.0,2.26,2.0,2.0,20.0,Đông nam,30.0,30.0,4.0,3944059
954,West gate - an gia căn hộ có gpxd 2021 - bỏ ra 720tr - ngưng tới khi nhận nhà, TP HCM,59.0,2.1,2.0,2.0,20.0,,30.0,30.0,2.0,3943626
955,Căn hộ an gia - đã có gpxd - giá đ1 - ưu đãi lãi suất 0% - tặng nội thất, TP HCM,60.0,2.1,2.0,2.0,20.0,,30.0,30.0,1.0,3943627
956,Bán căn hộ 2pn udic westlake. giá chỉ từ 3 tỷ/căn full nội thất, Hà Nội,85.0,3.0,2.0,2.0,20.0,Tây bắc,30.0,30.0,2.0,3933621
957,"Ra hàng dự án brg grand plaza 16 láng hạ, viên kim cương bên hồ thành công.", Hà Nội,100.0,8.7,2.0,2.0,20.0,,30.0,30.0,2.0,3916063
958,"Dự án the link 345 ciputra km tới 15%. căn hộ 3pn giá chỉ từ 4,3 tỷ", Hà Nội,106.0,4.3,3.0,2.0,20.0,,30.0,30.0,2.0,3923403
959,"Bán căn hộ udic westlake tây hồ, 116m2 full nội thất giá chỉ 4 tỷ", Hà Nội,116.0,4.0,3.0,2.0,20.0,,30.0,30.0,1.0,3851162
960,"Dự án the link 345 ciputra km tới 15%, căn góc 2pn giá chỉ từ 3,2 tỷ", Hà Nội,72.0,3.2,2.0,2.0,20.0,,30.0,30.0,2.0,3923374
961,Trở thành nhà đầu tư f0 chỉ với 139tr cùng takashi ocean suite, Bình Định,52.0,1.39,1.0,1.0,39.0,,30.0,30.0,1.0,3938179
962,Bán căn 1pn melody quy nhơn giá 1.35 tỷ view biển, Bình Định,50.0,1.4,1.0,1.0,20.0,,30.0,30.0,2.0,3944052
963,Bán căn 1pn grand center quy nhơn trung tâm phố biển, Bình Định,50.0,1.5,1.0,1.0,20.0,,30.0,30.0,2.0,3944050
964,"- bán tầng 1 chung cư hoàng huy, vị trí kinh doanh, view đường máng nước.", Hải Phòng,61.0,1.95,2.0,2.0,1.0,Bắc,15.0,30.0,4.0,3944043
