title,address,area,price,number_bedroom,number_wc,number_floor,direction,entrance,facade,number_parking,id_estate
Sở hữu ngay căn hộ cao cấp sở hữu 2 cv 4ha,"Thị Trấn Tân Túc, Huyện Bình Chánh, TP HCM",59,2500,2,2,,,,,4,3948050
"Bán căn hộ chung cư osaka 48 ngọc hồi 76m2 x 2,2 tỷ có thương lượng","Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",76,2.15,3,2,3,,,,,3946566
Bán nhà hà nội 1 tỷ 8 view sông hồng - cầu đông trù,"Chung cư Eurowindow River Park, Xã Đông Hội, Huyện Đông Anh, Hà Nội",64,1800,2,2,,,,,,3948025
"Căn góc 2pn dự án d-vela đường huỳnh tấn phát, phường phú thuận, quận 7","HUỲNH TẤN PHÁT, Quận 7, TP HCM",69,2.4,2,2,21,,,,,3907867
"Dự án diamond park plaza 16 láng hạ chuẩn bị bàn giao, giá chỉ từ 4 tỷ/căn","Láng Hạ (Ba Đình), Phường Thành Công, Quận Ba Đình, Hà Nội",54,4,,,,,,,,3948019
"Bán căn hộ the link 345 ciputra, nhận nhà luôn, giá chỉ từ 4,9 tỷ","The Link 345 Ciputra, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",116,4.9,3,2,,,,,1,3947994
"Bán căn hộ 2pn full nội thất udic westlake. nhận nhà ngay, giá chỉ từ 3,2 tỷ","Udic Westlake, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",85,3.2,2,2,,,,,1,3947986
"Chính chủ cần bán nhanh căn hộ 1pn, ct4b xa la, hà đông, 53.4 m2, giá chỉ 1, xx","KĐT Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",53.4,0.06408,1,1,,Đông nam,,,,3947985
"Bán căn hộ 3pn full nội thất udic westlake. nhận nhà luôn, giá chỉ 3,8 tỷ","Udic Westlake, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",116,3.8,3,2,,,,,1,3947983
Chỉ thanh toán 500tr sở hữu ngay căn hộ cao cấp west gate,"West Gate Park, Thị Trấn Tân Túc, Huyện Bình Chánh, TP HCM",59,2.48,2,2,,,,,4,3947984
Cần bán căn hộ 2Pn đầy đủ nội thất như hình giá chỉ 2tỷ600 bao mọi thuế phí,"Quận 8,",72,2.6,,,,,,,,3947980
"Mua nhanh kẻo lỡ, giảm giá cực sâu, căn hộ 2 pn, 55,77 m2, tòa ct10c đại thanh,","KĐT Đại Thanh, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",55.77,0.0607893,2,2,,Đông nam,,,,3947977
Chính chủ bán căn hộ summer square quận 6.,"Căn hộ Summer Square, Phường 14, Quận 6, TP HCM",64,2.5,2,2,,Đông,,,,3947978
Bán nhà hà nội dưới 2 tỷ - sổ hồng lâu dài - có ck thêm,"Tecco Diamond, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",64,1883,2,2,,,,,,3947973
"Hot - bán căn duplex 249m2, chỉ 8.2 tỷ/ căn 5 pn tại udic westlake tây hồ","Udic Westlake, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",249,8.22,,,,,,,,3947971
Chiết khấu lên tới 5% khi mua căn hộ cao cấp fiato promier,"PHƯỜNG TAM PHÚ, Phường Tam Phú, Quận Thủ Đức, TP HCM",80,4.5,2,2,15,,,,4,3947957
Bán căn hộ 2PN nội thất như hình giá 2tỷ480 bao mọi thuế phí,"Quận 8,",72,2.48,,,,Bắc,,,,3947955
"Chỉ 560 triệu/căn hộ 3 phòng ngủ, chiết khấu từ 3% tặng 2 combo n thất","West Gate Park, Thị Trấn Tân Túc, Huyện Bình Chánh, TP HCM",85,0.56,3,2,20,Đông bắc,40,20,2,3947945
Căn 3n2vs chung cư cao cấp the lines tại ecopark,"KĐT Ecopark, Xã Cửu Cao, Huyện Văn Giang, Hưng Yên",84,4,3,2,27,Đông nam,,,,3947942
Căn hộ bcons polygon new dĩ an bình dương,"Bế Văn Đàn, Phường An Bình, Thị Xã Dĩ An, Bình Dương",50,1.7,2,2,5,Đông nam,17,5,,3947927
Cần bán gấp chung cư tại thành phố vĩnh long,"Vĩnh Long New Town, Phường 4, Thành Phố Vĩnh Long, Vĩnh Long",70,1.05,2,2,,,,,,3947920
"Chung cư 279 đội cấn, ngọc hà 30-55m có đồ từ 650 tr","Quận Ba Đình, Hà Nội",55,0.65,,,,,,,,3909063
"Chính chủ bán chưng cư xuân thủy, đh sư phạm 46m/ 2pn","Quận Cầu Giấy, Hà Nội",46,0.99,2,1,3,,,,,3837028
"Bán ccmn sơn tây chợ ngọc hà, 48m/2pn ô tô đỗ","Quận Ba Đình, Hà Nội",48,Thỏa thuận,2,1,,,,,,3866162
Bán cc nguyễn phong sắc xuân thủy 30 -50 m đủ đồ,"Quận Cầu Giấy, Hà Nội",31,0.6,1,1,,,,,,3869620
"Chính thức mở bán căn hộ p phúc diễn, kiều mai full nội thất chỉ từ hơn 500tr","Quận Nam Từ Liêm, Hà Nội",33,0.54,1,1,,,,,,3769936
Căn hộ hồ tùng mậu - cầu diễn. đủ nội thất. về ở ngay. giá từ 500tr/ 1 căn,"Quận Bắc Từ Liêm, Hà Nội",33,Thỏa thuận,,,,,,,,3769943
"Cđt bán chung cư mini văn cao - hồ tây, ô tô vào tận tòa nhà. fchỉ hơn 600tr","Quận Tây Hồ, Hà Nội",35,0.6,,,,,,,,3770062
"Chính chủ bán căn hộ mini 105 thụy khuê, dt 48m full đồ","Quận Tây Hồ, Hà Nội",48,0.99,,,,,,,,3771260
Bán căn hộ 3 phòng ngủ tại yên lãng bệnh viện nt dt 61 m chia 3 ngủ 2 wc,"Quận Đống Đa, Hà Nội",61,1.2,3,2,,,,,,3774970
Căn hộ ở ngay khu vực phố khâm thiên -lê duẩn hơn 600 tr,"Quận Đống Đa, Hà Nội",30,0.55,,,,,,,,3774998
Hot mua căn hộ mini hoàng hoa thám ck 3% và 01 tivi điều hòa từ 770 tr/căn,"Quận Ba Đình, Hà Nội",36,0.77,1,,,,,,,3937550
Chính chủ cần bán gấp căn hộ chung cư trần qúy cáp 55m2/full đồ,"Phường Cát Linh, Quận Đống Đa, Hà Nội",56,1.15,2,1,7,,3,5,,3947917
🍁fiato premier siêu phẩm của tp thủ đức,"TÔ NGỌC VÂN, Phường Tam Bình, Quận Thủ Đức, TP HCM",17000,85,3,3,15,,,,,3947903
"10 căn hộ cuối cùng 2pn (71m2) bc đông bắc. ck 3.5%, htls 0% 18th pđ green home","KĐT Việt Hưng, Phường Đức Giang, Quận Long Biên, Hà Nội",71,2.2,2,2,5,Đông bắc,,,1,3947911
Bán căn hộ 2pn2wc 51m2 giá 34tr m2 chiếc khấu 6 2,"Bế Văn Đàn, Phường An Bình, Thị Xã Dĩ An, Bình Dương",51,1.94,2,2,29,,,,4,3945353
"Mở bán ccmn cầu diễn - hồ tùng mậu 32m2 - 45m2 - 50m2, chỉ từ 550 triệu","Quận Cầu Giấy, Hà Nội",31,0.54,,,,,,,,3775898
Chung cư cầu diễn hồ tùng mậu chỉ 550 780 tr / căn,"Quận Bắc Từ Liêm, Hà Nội",45,0.7,,,,,,,,3776541
"Chung cư võng thị vào ở ngay, ô tô đỗ cửa dt (30-50m) wiev hồ tây","Quận Ba Đình, Hà Nội",50,0.85,2,1,,,,,,3776555
"Chung cư mini chợ xuân đỉnh 550 780 - 850 triệu full đồ, 1 -2 ngủ,oto đỗ cửa","Quận Bắc Từ Liêm, Hà Nội",35,0.55,,,,,,,,3771253
Mở bán chung cư mini kiều mai - ở ngay - full nội thất cao cấp - từ 500tr - 800,"Quận Bắc Từ Liêm, Hà Nội",32,0.54,,,,,,,,3774431
"Bán lại căn hộ ccmn ngọc hà, 48m /2 ngủ full đồ","Quận Ba Đình, Hà Nội",48,1,2,1,,,,,,3772100
Chung cư mini quan hoa dt 35-48m full đồ,"Quận Cầu Giấy, Hà Nội",35,0.6,1,1,,,,,,3772156
Ccmn xuân đỉnh chỉ hơn 600 - 850 tr full đồ,"Quận Bắc Từ Liêm, Hà Nội",50,0.65,2,1,,,,,,3772172
Chung cư cầu diễn hồ tùng mậu chỉ 520 780 tr /c ăn,"Quận Bắc Từ Liêm, Hà Nội",35,0.52,1,,,,,,,3769863
"Cc mini xuân đỉnh, gần kđt ngoại giao đoàn,ô tô đỗ cửa chỉ 500 - 800 tr/ căn","Quận Bắc Từ Liêm, Hà Nội",35,0.55,,,,,,,,3769867
Chung cư mini xuân đỉnh 1-2 pn già từ 550 - 890 tr ô tô đỗ cửa,"Quận Cầu Giấy, Hà Nội",31,0.56,,,,,,,,3782420
"Tôi có căn hộ chung cư mini nguyễn chí thanh bán dt 48m chia 2 ngủ 1 khách bếp,","Quận Ba Đình, Hà Nội",48,1.05,2,1,,,,,,3777461
"Mở bán ccmn cầu diễn 31 - 45m2, full đồ 42m / 710 tr","Quận Nam Từ Liêm, Hà Nội",45,0.71,2,1,,,,,,3778462
"Bán căn hộ ccmn hồ tùng mậu, 690 tr/2 pn full đồ giường tủ, kệ tivi","Quận Nam Từ Liêm, Hà Nội",45,0.69,2,,,,,,,3780912
"Bán ccmn ngã tư sở, trường chinh, ô tô đỗ cửa ( 30 -50 m) cách hồ 5m","Quận Đống Đa, Hà Nội",41,0.8,2,1,,,,,,3811957
"Bán lại căn hộ mini lê đức thọ , gần trường trí đức,46m/2pn","Quận Nam Từ Liêm, Hà Nội",46,0.8,2,1,,,,,,3808795
Bán lại căn hộ mini lê đức thọ 46m/2pn full đồ,"Quận Nam Từ Liêm, Hà Nội",46,0.9,1,,,,,,,3809440
"Bán căn hộ chung cư mini bán diện tích 46m chia 2pn, 1 khách gần trường báo chí","Quận Cầu Giấy, Hà Nội",45,1,,,,,,,,3828947
Cắt lỗ ch mini gần ubnd xuân đỉnh 840tr/ 2pn/2wc đủ đồ,"Quận Bắc Từ Liêm, Hà Nội",46,0.84,2,2,,,,,,3861677
"Ccmn khâm thiên - ô chợ dừa 30-52m/1-2pn,đủ đồ, oto đỗ ngõ","Quận Đống Đa, Hà Nội",31,0.65,,,,,,,,3840688
"Cđt bán ccmn trường chinh, tây sơn , ô tô đỗ cửa chỉ từ 550 tr","Quận Đống Đa, Hà Nội",30,0.55,,,,,,,,3829973
Bán lại căn hộ như hình 43m/2pn ô tô đỗ cửa,"Quận Tây Hồ, Hà Nội",43,0.86,2,1,,,,,,3848900
"Bán lại căn hộ chung cư mini xuân thủy cầu giấy hn, diện tích 35m chia 1pn, 1pk,","Quận Cầu Giấy, Hà Nội",35,0.69,1,1,,,,,,3852816
Chính chủ bán căn hộ chung cư 105 thụy khuê gần trường chu văn an 46m/ 2 pn,"Quận Tây Hồ, Hà Nội",46,1.19,2,1,,,,,,3875984
Bán lại căn hộ ccmn sơn tây chợ ngọc hà 48m2 / 2pn đầy đủ đồ ảnh thật như hình.,"Quận Ba Đình, Hà Nội",48,1.29,2,1,,,,,,3886561
Bán lại ccmn lê đức thọ 38m/1 pn/1pk/1 bếp wc,"Quận Nam Từ Liêm, Hà Nội",38,0.75,1,,,,,,,3880891
Bán ccmn đội cấn chợ ngọc hà- công viên bách thảo 30/ 55m từ 600tr / 1 tỷ,"Quận Ba Đình, Hà Nội",50,0.9,,,,,,,,3906112
"Chung cư hoàng hoa thám - đội cấn 30 -50m từ 780 tr - 1,2 tỷ","Quận Ba Đình, Hà Nội",35,0.78,1,1,,,,,,3924017
Trực tiếp cđt bán chung cư mini phương liên xã đàn vào ở ngay chỉ từ 600 -1 tỷ,"Quận Đống Đa, Hà Nội",31,0.6,1,1,,,,,,3922507
"Tôi có căn hộ ccmn phố sơn tây bán dt 48m chia 2pn, 1 pk, bếp wc","Quận Ba Đình, Hà Nội",48,1.19,2,,,,,,,3839938
"Chung cư trường chinh tây sơn ở ngay 30-50m ô tô đỗ cửa, view hồ","Khương Thượng, Quận Đống Đa, Hà Nội",35,0.65,1,1,,,,,1,3861287
Chủ đầu tư mở bán chung cư phố văn hương - tôn đức thắng 30-50m giá (600 -880tr),"Quận Đống Đa, Hà Nội",35,0.6,1,1,,,,,,3861381
Bán nhanh căn hộ mini 39m trần cung-pvđ có sổ đỏ,"Quận Bắc Từ Liêm, Hà Nội",39,0.6,1,1,,,,,,3871440
Bán lại căn hộ mini xuân thủy 36m gần học viện báo trí,"Quận Cầu Giấy, Hà Nội",36,0.78,1,1,,,,,,3868001
"Ccmn trường chinh, oto đỗ cửa view hồ 800 - 1 tỷ","Quận Đống Đa, Hà Nội",41,0.8,1,1,,,,,,3811937
"Ở bán ccmn cầu diễn 31 - 45m2, chỉ hơn 500 tr/ căn","Quận Nam Từ Liêm, Hà Nội",31,0.56,1,,,,,,,3782404
Chung cư thái hà chùa bộc chỉ 650 1 tỷ / có ngay căn hộ 1 - 2 ngủ,"Quận Đống Đa, Hà Nội",45,1,2,1,,,,,,3780068
"Chung cư mini văn cao - hồ tây, ô tô vào tận tòa nhà. chỉ từ 650 tr","Quận Ba Đình, Hà Nội",35,0.6,1,,,,,,,3782700
Bán ccmn 205 xuân đỉnh 48m/2 pn giá 765 tr,"Quận Bắc Từ Liêm, Hà Nội",48,0.765,2,1,,,,,,3788765
"Chung cư trích sài , hồ tây dt 35-52m dự án đang nhận bàn giao vào ở ngay.","Quận Tây Hồ, Hà Nội",31,0.65,,,,,,,,3771258
"Chung cư mini kim mã, ba đình (35 - 50 m.)","Quận Ba Đình, Hà Nội",48,1,,,,,,,,3776559
Bán lại ccmn lê đức thọ 45m/2p nhà có đồ chỉ việc ở,"Quận Bắc Từ Liêm, Hà Nội",45,0.92,,,,,,,,3937963
"Le grand jardin sài đồng, long biên , 2.6 tỷ -83m2","Chung cư Le Grand Jardin, Quận Long Biên, Hà Nội",83,2.6,3,2,,Đông nam,,,,3933276
Chính chủ gửi bán b11-b12-b16 tầng 25 alacarte hạ long,"À La Carte Halong Bay, Phường Hùng Thắng, Thành Phố Hạ Long, Quảng Ninh",75.5,4.8,2,2,,,,,,3947879
Booking căn hộ dự án đẹp nhất 2022 nằm trong eco.park,"KĐT Ecopark, Thị Trấn Văn Giang, Huyện Văn Giang, Hưng Yên",55,2.5,2,1,,Đông nam,,,1,3947874
Cần bán chung cư ngô gia tự phường 2 quận 10,"NGÔ GIA TỰ, Phường 2, Quận 10, TP HCM",42,1.5,1,1,2,Đông,,,,3947805
Cần bán ccmn thang máy xịn - dòng tiền cho thuê cao - khu vực nhiều tiện ích,"Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",60,10,11,11,7,,7,4.5,,3947777
Vịt trong đám thiên nga the ori garden chỉ từ 900 triệu đồnggia tăng giá trị lớn,"Phường Hòa Hiệp Nam, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",50,0.9,3,1,21,,,,,3947773
Bán căn hộ hướng biển 3 trong 1 the ruby hạ long,"Phường Cao Xanh, Phường Cao Xanh, Thành Phố Hạ Long, Quảng Ninh",60,2,2,2,35,,,,2,3947763
Căn hộ cao cấp view biển the ruby hạ long,"Phường Cao Xanh, Phường Cao Xanh, Thành Phố Hạ Long, Quảng Ninh",60,2,2,2,35,,,,2,3946430
Căn hộ cáo cấp view hướng biển vị trí đẹp chính sách hấp dẫn,"The Ruby Hạ Long, Phường Cao Xanh, Thành Phố Hạ Long, Quảng Ninh",70,2,2,2,35,,,,2,3946438
Cần bán gấp căn hộ cc đại thanh giá chỉ 1.2 tỷ,"Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",60,1.3,2,2,,Tây bắc,,,,3947720
"Bán căn 82m2 q. bình tân sổ hồng, thanh toán 650tr ở ngay","TRƯƠNG PHƯỚC PHAN, Phường Bình Trị Đông, Quận Bình Tân, TP HCM",82,2.6,3,2,7,Nam,20,,,3944472
Pkd chủ đầu tư thông báo quỹ căn 2pn - 3pn - 4pn cập nhật mới nhất. chiết khấu,"Lạc Long Quân, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",93,10,2,2,,Đông nam,,,,3947616
Bán chung cư cao cấp t&t trung tâm thành phố vinh,"Phường Quang Trung, Thành phố Vinh, Nghệ An",55,1.4,2,2,28,,25,,4,3947613
Bán căn hộ chung cư cao cấp 2pn 1 vinhomes ocean park đẳng cấp thượng lưu.,"Vinhomes Gia Lâm, Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",56,0.8,2,1,,,,,4,3947610
1 tỷ 7 lấy ngay nhà hà nội 2 ngủ - có sổ hồng lâu dài,"Tecco Diamond, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",64.1,1.78,2,2,,,,,,3947563
"Chỉ 2.2 tỷăn 86m2 full nội thất cao cấp, sổ đỏ trao tay nhận ngay 1 cây vàng","TSG Lotus, Quận Long Biên, Hà Nội",86,0.1892,3,2,,,,,,3939110
Bán nhanh căn hộ chung cư cao cấp the city light,"The City Light, Phường Khai Quang, Thị Xã Vĩnh Yên, Vĩnh Phúc",42,1,1,1,10,Đông nam,24,4,2,3947486
"Căn hộ sở hữu lâu dài, view trọn vịnh nha trang xinh đẹp - new galaxy nha trang","Khu đô thị biển An Viên, Phường Vĩnh Trường, Thành Phố Nha Trang, Khánh Hòa",53,2.5,1,1,23,,30,30,1,3947473
"Phân phối chính thức t&t capella phạm ngọc thạch dt 52 -177,8m2 giá chỉ từ 70tr","Trung tự, Phường Trung Tự, Quận Đống Đa, Hà Nội",58,1.6,1,1,,Đông nam,,,,3947466
"Căn hộ biển 5 sao new galaxy nha trang hưng thịnh, số lượng giới hạn","Khu đô thị biển An Viên, Phường Vĩnh Trường, Thành Phố Nha Trang, Khánh Hòa",35,1.7,1,1,1,,30,30,1,3947463
Chỉ cần 500 triệu sở hữu căn hộ biển cạnh vinpearl - dự án new galaxy nha trang,"Khu đô thị biển An Viên, Phường Vĩnh Trường, Thành Phố Nha Trang, Khánh Hòa",35,1.7,1,1,23,,30,30,1,3947459
"Thông tin căn hộ new galaxy nha trang sát biển, sở hữu lâu dài chỉ với 1.7 tỷ","Khu đô thị biển An Viên, Phường Vĩnh Trường, Thành Phố Nha Trang, Khánh Hòa",35,1.7,1,1,23,,30,30,1,3947441
"Suất ngoại giao căn hộ biển new galaxy nha trang, sổ hồng lâu dài, 1.2 tỷ","Khu đô thị biển An Viên, Phường Vĩnh Trường, Thành Phố Nha Trang, Khánh Hòa",35.3,1.2,1,1,23,,40,40,1,3947434
Bán 4 căn nội bộ giá tốt nhất dự án grand center quy nhơn hưng thịnh,"Grand Center, Phường Lý Thường Kiệt, Thành Phố Quy Nhơn, Bình Định",50,1.9,2,1,42,,40,40,2,3666069
"Nhận nhà ở ngay, chỉ 1.9 tỷ/căn 2pn (71m2) bc đông nam tại eurowindow river park","Chung cư Eurowindow River Park, Xã Đông Hội, Huyện Đông Anh, Hà Nội",71,1.9,2,2,12,Đông nam,,,1,3947423
"Căn hộ q7 boulevard, sát bên phú mỹ hưng, mới nhận nhà ở ngay","NGUYỄN LƯƠNG BĂNG (BROAD WAY), Quận 7, TP HCM",50,2.3,1,1,23,,45,45,2,3481986
Nhận ngay chiết khấu đến 18% khi mua căn hộ new galaxy hưng thịnh,"Căn hộ làng đại học Thủ Đức, Thị Xã Dĩ An, Bình Dương",52,1.7,1,1,19,,32,32,1,3790757
"Bán 5 căn nội bộ dự án new galaxy hưng thịnh, căn hộ làng đại học chiết khấu cao","Căn hộ làng đại học Thủ Đức, Thị Xã Dĩ An, Bình Dương",50,1.7,2,1,19,,32,32,1,3789549
"Bán căn 3pn dự án new galaxy hưng thịnh có ban công và lô gia thoáng mát, ck cao","Căn hộ làng đại học Thủ Đức, Thị Xã Dĩ An, Bình Dương",84,3,3,2,19,,32,32,1,3789901
"Hưng thịnh mở bán chung cư lavita thuận an giá rẻ nhất khu vực, chuẩn resort","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",70,2.25,2,2,38,,40,40,1,3898454
"Hưng thịnh mở bán chung cư lavita thuận an cao cấp, mặt tiền đại lộ bình dương","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",70,2.25,2,2,38,,40,40,1,3894046
"Hỗ trợ tư vấn thông tin, giá bán, chiết khấu, thanh toán căn hộ lavita thuận an","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",50,1.8,1,1,38,,40,40,1,3894039
"Hưng thịnh mở bán căn hộ cao cấp mặt tiền tên lửa, sát aeon mall","TÊN LỬA, Quận Bình Tân, TP HCM",45,2.2,1,1,24,,40,40,1,3941727
"Bán căn hộ 2pn, 2wc, 75m2, 3 tỷ, view sông, thoáng mát, q.2","Căn hộ Homyland, Phường Bình Trưng Đông, Quận 2, TP HCM",75,3,2,2,1,,8,8,4,3947395
Căn hộ sân vườn d-aqua quận 8. 3.2 tỷ sở hữu 2pn,"D – Aqua, Phường 14, Quận 8, TP HCM",71,2.27,2,2,25,Tây Nam,,,1,3947374
Căn hộ xã hội vĩnh long alo mình nhé **************,"Vĩnh Long New Town, Phường 4, Thành Phố Vĩnh Long, Vĩnh Long",48,0.8,2,2,7,Đông,,5,4,3947372
Bán cắt lỗ chung cư trần cung viện e 39m giá 550 tr,"Quận Bắc Từ Liêm, Hà Nội",39,0.55,1,1,,,,,,3867305
"Chung cư thái hà - yên lãng, studio, 1pn - 3pn, 500tr/căn, full nội thất","Quận Đống Đa, Hà Nội",30,0.5,1,1,,,,,,3778582
Chung cư mini xuân đỉnh ô tô đỗ cửa giá 550 - 850 tr,"Quận Bắc Từ Liêm, Hà Nội",50,0.8,2,1,,,,,,3770524
"Cđt bán cc tông thất tùng, trường chinh 30 -50 m ô tô đỗ","Quận Đống Đa, Hà Nội",35,0.8,1,1,,,,,,3821081
Cđt mở bán ch 50m2 63m2 82m2 84m2 tầng đẹp hướng đẹp chưng cư le gand jardin,"Chung cư Le Grand Jardin, Phường Sài Đồng, Quận Long Biên, Hà Nội",77,2.9,2,2,,,,,4,3947359
Sở hữu ngay căn hộ cao cấp tại trung tâm thành phố thủ đức,"Phường Tam Phú, Quận Thủ Đức, TP HCM",80,4.5,2,2,15,,,,,3947314
Bán căn hộ chung cư cao cấp green pearl bắc ninh,"Green Pearl Bắc Ninh, Phường Võ Cường, TP. Bắc Ninh, Bắc Ninh",78,1.33,2,2,29,Đông,,11,4,3947310
"Bán căn chung cư eurowindow, 27 trần duy hưng 123m2, 3pn, 2wc, giá 5.1 tỷ, l","Chung cư EuroWindow, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",123,0.6273,3,2,,,,,,3947297
Hot - siêu phẩm căn hộ 1 phòng ngủ tổ ấm vàng cho vợ chồng son,"MT Eastmark City, Phường Long Trường, Quận 9, TP HCM",63,2.27,,,,,,,,3947295
"Cần bán căn chung cư 198 nguyễn tuân, thanh xuân, 90m2, 2pn, 1wc, giá 2.35 t","Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",90,0.2115,2,1,,,,,,3947293
"Bán gấp căn chung cư 282 nguyễn huy tưởng, thanh xuân, 75m2, 3pn, 2wc, giá","Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",75,2.75,3,2,,,,,,3947289
"Bán căn hộ 2pn udic westlake, nhận nhà ngay, giá chỉ từ 3,2 tỷ full nội thất","Udic Westlake, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",85,3.2,2,2,,,,,1,3947286
"Cần bán căn chung cư eurowindow 27 trần duy hưng, 100m2, 2pn, 2wc, giá 4.25","Trần Duy Hưng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",100,4.25,2,2,,,,,,3947278
"Bán căn hộ 3pn udic westlake, nhận nhà luôn, giá chỉ từ 3,8 tỷ full nội thất","Udic Westlake, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",116,3.8,3,2,,,,,1,3947269
"Bán căn hộ 3pn the link 345 ciputra. nhận nhà luôn, giá chỉ từ 4,9 tỷ","The Link 345 Ciputra, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",116,4.9,3,2,,,,,1,3947259
Vịt trong đám thiên nga the ori garden: gia tăng giá trị lớn,"Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",50,0.9,3,1,21,,,,,3947231
Chung cư the lines ngay tại ecopark. chỉ 450tr sở hữu ngay căn 2n,"KĐT Ecopark, Thị Trấn Văn Giang, Huyện Văn Giang, Hưng Yên",55,2.5,2,1,15,Đông nam,,,,3947204
"Diamond park plaza 16 láng hạ sắp bàn giao,căn góc 3pn giá chỉ 9,8 tỷ","Láng Hạ (Ba Đình), Phường Thành Công, Quận Ba Đình, Hà Nội",123,9.8,3,2,,,,,1,3947193
Bán căn hộ cao cấp the city light vĩnh yên vp,"Phường Khai Quang, Thị Xã Vĩnh Yên, Vĩnh Phúc",42,1,1,1,10,,11.5,5.5,,3947179
Căn hộ cao cấp king crown infinity - thủ đức,"VÕ VĂN NGÂN, Phường Trường Thọ, Quận Thủ Đức, TP HCM",80,8,2,2,,Đông nam,16,16,,3947169
Bán căn hộ cao cấp the city light liên hệ 0383405266,"The City Light, Phường Khai Quang, Thị Xã Vĩnh Yên, Vĩnh Phúc",44,1.12,1,1,4,Đông nam,,,,3947168
Bán căn 3pn 91m2 bc đông nam view sông đuống chỉ 2 4tỷ tại euro river park,"Chung cư Eurowindow River Park, Xã Đông Hội, Huyện Đông Anh, Hà Nội",91,2.4,3,2,14,Đông nam,,,1,3947164
"Căn ngoại giao 85m 3 ngủ duy nhất, tầng đẹp, ký trực tiếp cdt tại phương đông","Phương Đông Green Park, Quận Hoàng Mai, Hà Nội",85,2.59,3,2,,Đông bắc,,,1,3895715
"Mở bán dv03 rose town - 31 trần thủ độ, hoàng mai giá 1,8 tỷ 2pn - 2,5 tỷ 3pn","Rose Town, Quận Hoàng Mai, Hà Nội",92,2.5,3,2,12,Đông nam,,,1,3895725
Căn hộ cao cấp 2PN Vinhome Grand Park Bàn giao đầy đủ nội thất chỉ thanh toán trước 600tr nhận ngay ,"VinHomes Grand Park, Quận 9, ",66,3.1,2,,21,Đông,,,,3946169
Căn hộ cao cấp chỉ với 600tr nhận ngay căn hộ 2PN đầy đủ nội thất Vinhome đối diện TTTM Vincom L,"VinHomes Grand Park, Quận 9, ",66,3.1,2,,21,Đông,,,,3945617
Chỉ 600tr nhận ngay căn hộ cao cấp 2PN Vinhome đầy đủ nội thất,"VinHomes Grand Park, Quận 9, ",66,3.1,2,,21,Đông,,,,3945619
Đặt chỗ căn hộ cao cấp the lines giữa đại đô thị eco.park,"Xã Cửu Cao, Huyện Văn Giang, Hưng Yên",56,2.5,2,1,,Đông nam,,,1,3947141
Định cư úc sang lại căn hộ cao cấp chưa ở,"Phường An Bình, Thị Xã Dĩ An, Bình Dương",77,0.619,,,,,6,40,,3947125
"Bán căn 2pn - 2vs 72m2 giá chỉ 2,1 tỷ dự án ecocity việt hưng - kđt việt hưng","KĐT Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",72,2.1,2,2,10,Đông nam,,,,3944389
Do đi định cư cần sang lại căn hộ cao cấp,"Phường Đông Hòa, Thị Xã Dĩ An, Bình Dương",77,0.619,2,2,,,6,40,4,3947121
"Westgate 3pn (85-113m2). thanh toán 15% chỉ 500tr nhận nhà, ưu đãi và ck lên tới","West Gate Park, Thị Trấn Tân Túc, Huyện Bình Chánh, TP HCM",85,3.5,3,2,19,,,,1,3947119
Mở bán chung cư số 2 phạm ngọc thạch - vị trí trung tâm - hỗ trợ vay 70%,"Trung tự, Phường Trung Tự, Quận Đống Đa, Hà Nội",130,10,,,,Bắc,,,,3947065
Chính chủ cần bán gấp căn hộ 51m2 2pn 2wc liền kề tp thủ đức,"Bcons Green View, Phường Dĩ An, Thị Xã Dĩ An, Bình Dương",51,1.7,2,2,18,,,,4,3946082
