,title,address,area,price,number_bedroom,number_wc,number_floor,direction,entrance,facade,number_parking,id_estate
1286,Căn hộ 2 pn chung cư cao cấp the sang giá ngoại giao khuyến mãi khủng,"Quận Ngũ Hành Sơn, Đà Nẵng",82,0.824,2,2,,Đông nam,,,4,3943537
1287,Chủ đầu tư bán căn 1pn the beverly vinhomes q9 cho vay 80%,"VinHomes Grand Park, Quận 9, TP HCM",55,0.165,1,1,25,Đông nam,30,20,,3942799
1288,"Hotsiêu phẩm chung cư việt hưng-long biên, 4pn, an sinh tuyệt vời, giá 17tr/m","KĐT Việt Hưng, Quận Long Biên, Hà Nội",155,2.64,4,2,15,,20,13,,3942617
1289,"Chính chủ bán căn hộ 3pn, icid dương nội hà đông, cách aeon 700m. giá 1,8 tỷ","Chung cư ICID Complex, Quận Hà Đông, Hà Nội",83,1.8,3,2,30,Đông nam,30,30,1,3926228
1290,"Chung cư hh1 linh đàm căn 45m²,56m² 2pn (giá từ 700tr- 950tr))","KĐT Linh Đàm, Quận Hoàng Mai, Hà Nội",56,0.9,2,1,20,Đông bắc,30,5,,3862726
1291,Bán căn 1pn chung cư vp5 linh đàm giá tốt nhất thị trường,"Chung cư VP5 Linh Đàm, Quận Hoàng Mai, Hà Nội",48,0.8,1,1,2,Đông nam,30,30,,3797292
1292,Chính chủ bán căn hộ thăng long victory 2pn - 2wc (70m2),"Chung cư Thăng Long Victory, Huyện Hoài Đức, Hà Nội",70,1.2,2,2,16,Đông nam,30,30,,3760412
1293,Bán căn hộ the golden an khánh 67m² 2pn giá cắt lỗ,"Chung cư Golden An Khánh, Huyện Hoài Đức, Hà Nội",67,1.15,2,2,8,Đông nam,30,,,3668091
1294,"Dự án nhà ở xã hội flc garden city - đại mỗ, chỉ 16.5-20tr/m2","Khu đô thị FLC Garden City, Quận Nam Từ Liêm, Hà Nội",60,1.2,2,2,25,,30,5,,3704288
1295,Bán căn hộ 45m2 tòa hh3 linh đàm full nội thất ( giá 760tr),"Hoàng Mai, Quận Hoàng Mai, Hà Nội",45,0.76,1,1,28,Đông nam,30,,2,3737854
1296,Bán mipec kiến hưng hà đông suất ngoại giao 2020 (giá 16.5tr -18tr/m2),"Phường Kiến Hưng, Quận Hà Đông, Hà Nội",55.6,1.3,2,2,25,Đông bắc,30,5,3,3708251
1297,"Bán căn hộ anland nam cường chỉ 30tr/m2, bàn giao quý 2/2021","Chung cư Anland Lake View, Quận Hà Đông, Hà Nội",73,2.3,2,2,34,Đông nam,30,30,,3758171
1298,"Đỉnh cao của sự lựa chọn - mua là thắng #hoàng_huy_commerce,võ nguyên giáp","Hoàng Huy Commerce, Quận Lê Chân, Hải Phòng",77,1.7,2,2,35,Đông nam,,,,3917541
1299,Hoàng huy grand sở dầu hồng bàng,"Quận Hồng Bàng, ",67,1.6,,,,,,,,3942328
1300,Đầu tư sinh lời chiết khấu khủng tháng 7 đến 9% khi mua lavita thuận an,"Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",70,2.3,2,2,,,,,2,3937851
1301,Ưu đãi lớn t7 chiết khấu 3 - 7% khi mua biên hòa universe complex chỉ 2.2 tỷ,"Biên Hòa Universe Complex, TP Biên Hòa, Đồng Nai",68,2.2,2,2,9,,,,3,3932796
1302,Siêu ưu đãi t7 chiết khấu 3 - 7% khi mua biên hòa universe complex chỉ 2.2 tỷ,"Biên Hòa Universe Complex, TP Biên Hòa, Đồng Nai",70,2.2,2,2,9,,,,3,3933240
1303,Lavita thuận an chỉ 2.3 tỷ/ căn 2pn - ưu đãi khủng t7 ck 4 - 7%,"Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",69,2.3,2,2,,,,,2,3935184
1304,"Căn hộ legacy central giá từ 900tr/căn, hỗ trợ vay 75% - 0% ls trong 18 tháng.","Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,,,,,,,,3943517
1305,Trải nghiệm không gian sống hiện đại tại legacy central t8/2021,"Legacy Central, Thị Xã Thuận An, Bình Dương",32,0.839,1,1,29,,,,,3943515
1306,🌜BÁN Căn NGOẠI GIAO 2PN🌛GREEN PEARL Bắc Ninh⭐Tậu Nhà Sang⭐⭐Tặng Vàng Đầy Túi☎️0964 023456,"Green Pearl Bắc Ninh, TP. Bắc Ninh, ",73,1.62,,,,,,,,3941741
1307,Báo giá căn hộ legacy central - vay 75% miễn góp và 0% ls trong 18 tháng.,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3943504
1308,"Căn hộ vista riverside, 1pn, ban công đông bắc. thanh toán 369 tr nhận nhà","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",39,1.08,1,1,,,,,,3941785
1309,Sở hữu nhà ngày trong tầm tay chỉ với 249 triệu nhân nhà. vay ngân hàng 0% ls,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3941795
1310,Căn hộ thuận an mức giá bình dân- sở hữu tiện ích cao cấp. chỉ từ 249tr nhận nhà,"Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",42,1.1,2,1,,,,,,3941377
1311,Nhận báo giá và chính sách chiết khẩu khủng từ căn hộ legacy central.,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,2,1,,,,,,3941529
1312,Căn hộ ngay chợ lái thiêu trả trước 400 triệu nhận nhà.góp 3-8 triệu mỗi tháng,"Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",48,1.2,,,,,,,,3941189
1313,"Căn hộ 2pn - 1wc, dt: 52m2 giá tốt nhất vista riverside. tt 450tr nhận nhà","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,1.3,2,1,,,,,,3937397
1314,"Siêu phẩm căn hộ thuận an giá từ 900 tr/căn, hỗ trợ vay 75%, ls: 0%","Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,,,,,,,,3938470
1315,Booking vị trí căn hộ tp.thuận an thanh toán 25% (250 triệu) nhận nhà ngay,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,,,,,,,3939642
1316,"Chỉ từ 250 triệu sở hữu ngay căn hộ ngay trung tâm tp thuận an, bd gần vsip 1","Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,,,,,,,,3939386
1317,Thanh toán 225tr (25%) sở hữu ngay căn hộ tiêu chuẩn ngay lòng tp.thuận an.,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3935778
1318,Căn hộ cao cấp trung tâm tp thuận an. gần aeon bình dương. liền kề quận 12.,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3933860
1319,"Căn hộ 48m2 tầng 10, block b view sông sài gòn, hướng đông nam. giao hoàn thiện","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",48,1.21,1,1,,,,,,3935019
1320,"Cần bán căn 1pn loại 43m2 giá chỉ 1,1tỷ dự án vista riverside, t10/2021 nhận nhà","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",43,1.1,1,1,,,,,,3935447
1321,"Căn góc 56m2 tầng 18 giá 1 tỷ 380 view cực đẹp, trả trước 450 triệu","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",56,1.38,1,1,,,,,,3912028
1322,"Bán nhanh căn hộ 2pn, dt 52m2 giá 1 tỷ 330, hỗ trợ vay 890triệu, tháng 10 nhậnhà","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,1.33,2,1,,,,,,3910163
1323,Chính chủ cần ra hàng căn 52m2 giá 1tỷ280 (vat) - liền kề q12 - gò vấp.,"Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,1.28,2,1,,,,,,3909071
1324,"Căn hộ ngay kdc thuận giao, liền kề aeon mall - trả trước 250 triệu sở hữu","Phường Thuận Giao, Thị Xã Thuận An, Bình Dương",32,0.8,,,,,,,,3921668
1325,"Bán gấp căn hộ 1 phòng ngủ 39m2, view thành phố tầng 15, nhận nhà mới ở liền","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",39,1.08,1,1,,,,,,3928274
1326,Vì sao??? vista riverside đang là chung cư thu hút đa số người mua ở quan tâm,"Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,1.32,2,1,,,,,,3897481
1327,Vista riverside đã cất nóc - quý 2/2021 nhận nhà - view song sg.lh: 0906 359 269,"Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,1.32,2,1,,,,,,3901755
1328,Mua nhà trúng nhà bạn mơ ước chúng tôi thực hiện. trả trước 250 triệu nhận nhà,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,,,,,,,,3940792
1329,Cần bán căn hộ ngay vòng xoay an phú gần aeon mall trung tâm tp thuận an.,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,,,,,,,,3937784
1330,"Căn hộ cao cấp cho gia đình trẻ 48m2 - 1pn plus, shr, ban công view sông sài gòn","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",48,1.2,2,1,,,,,,3937780
1331,Mua nhà xinh rinh ngàn ưu đãi vay 0% lãi suất. thanh toán 250 triệu nhận nhà.,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3940999
1332,"Căn hộ trả góp giá tốt tại thuận an. liền kề aeon mall, giáp kcn vsip i.","Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3941971
1333,Bán căn hộ 52m2 (2pn/1wc) dự án vista riverside ngay mt sông sg,"Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",52,1.3,2,1,,,,,,3943291
1334,Căn hộ trung tâm tp thuận an - trục quốc lộ 13 - gần aeon mall bình dương,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3942649
1335,Với 249 triệu sở hữu ngay căn hộ legacy central trung tâm tp.thuận an.,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3942528
1336,Sở hữu căn hộ legacy central - giá tốt nhất thuận an. giá chỉ 900tr/căn - shr,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3942898
1337,"Trực tiếp cđt eco city bán căn 2 pn full nội thất ht vay 0% ls 2 năm 1,7 tỷ/64m2","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",64,1.7,2,2,6,Đông nam,,,1,3928199
1338,"Chỉ 2 tỷ nhận nhà ở ngay căn 2pn 72,84m2 hướng đông nam view vinhomes,đã có sổ","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",72.84,2,2,2,6,Đông nam,,,1,3926140
1339,Từ cđt eco city bán căn 2 pn 73m2 full nội thất liền tường cao cấp chỉ 2 tỷ,"Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",72.84,2,2,2,6,Đông nam,,,1,3935006
1340,"Chuyển nhượng căn góc 3 pn view vinhomes chỉ 2,2 tỷ/ 83m2 đã có sổ","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",83,2.2,3,2,,Đông bắc,,,1,3932472
1341,"Căn hộ grand center quy nhơn, vị trí trung tâm mặt tiền nguyễn tất thành.","Grand Center, Thành Phố Quy Nhơn, Bình Định",50,1.9,1,1,42,Tây Nam,,,4,3943442
1342,"Precia, căn hộ hot nhất q2, 101m2 3pn căn góc view sông chỉ 1,79 tỷ .","Precia, Quận 2, TP HCM",101,5.97,3,2,4,Đông bắc,,,1,3931027
1343,Người trẻ tại bình dương đang khát căn hộ giá rẻ,"Legacy Central, Thị Xã Thuận An, Bình Dương",45,0.9,2,2,21,,20,,1,3938627
1344,Căn hộ chỉ 225 triệu thanh toán chỉ từ 5 - 7 triệu/tháng giữa trung tâm thuận an,"Legacy Central, Thị Xã Thuận An, Bình Dương",50,0.9,2,2,21,,20,5,1,3938628
1345,"Bán chung cư căn hộ legacy central, giá 900tr, vị trí đẹp, nhiều tiện ích","Legacy Central, Thị Xã Thuận An, Bình Dương",50,0.9,2,2,21,,20,5,1,3938629
1346,Bán căn grand center quy nhơn 2pn giá 2.2 tỷ tặng bh 400 triệu 1 chỉ vàng,"Grand Center, Thành Phố Quy Nhơn, Bình Định",70,2.2,,,,,,,,3943491
1347,Dịch kẹt tiền bán gấp căn 1pn melody quy nhơn view biển giá 1.35 tỷ,"Quy Nhơn Melody Hưng Thịnh, Thành Phố Quy Nhơn, Bình Định",50,1.35,1,1,,Đông nam,,,,3943487
1348,"Bán căn 2pn melody quy nhơn view biển giảm 530 triệu, lợi nhuận cho thuê 18tr/th","Quy Nhơn Melody Hưng Thịnh, Thành Phố Quy Nhơn, Bình Định",72,2.1,2,2,,Đông nam,30,,,3943485
1349,Căn hộ trung tâm thành phố thuận an giá rẻ cho gia đình trẻ an cư lạc nghiệp,"Legacy Central, Thị Xã Thuận An, Bình Dương",45,0.135,1,1,16,Đông nam,,,,3943476
1351,"Ban gấp căn 3pn,107m2, đông nam đẹp nhất quận cầu giấy ngay gần công viên","Yên Hoà , Quận Cầu Giấy, Hà Nội",107,4.6,3,,,Đông nam,,,,3700459
1352,"Bán gấp căn hộ 4pn, view công viên cầu giấy, ban công đông nam mát siêu đẹp","Chung cư Hà Đô Park View, Quận Cầu Giấy, Hà Nội",154,6.62,4,3,,,,,,3767436
1353,"Bán căn hộ chung cư the park home tầng siêu đẹp view cv cầu giấy, hướng đn, 121m","KĐT Cầu Giấy, Quận Cầu Giấy, Hà Nội",121,5,3,2,,Đông nam,,,,3911363
1355,Căn hộ hiện đại ngay ga metro số 1 cạnh làng đại học lh 0919.139.238.,"Xã Đông Hoà, Thị Xã Dĩ An, Bình Dương",39,0.98,1,1,19,,,,1,3913425
1356,Legacy central trung tâm tp thuận lợi đầu tư.,"Thị Xã Thuận An, Bình Dương",33,0.9,1,1,,,,,,3942862
1357,Mua nhà trúng nhà với legacy central tại trung tâm tp thuận an..,"Thị Xã Thuận An, Bình Dương",33,0.9,1,1,29,,,,1,3941157
1358,Legacy central căn hộ cao cấp tại thành phố thuận an.,"Thị Xã Thuận An, Bình Dương",33,0.9,1,1,29,,,,1,3941159
1359,Căn hộ hạng sang giá bình dân tại thành phố thuận an.,"Legacy Central, Thị Xã Thuận An, Bình Dương",33,0.9,1,1,29,,,,1,3940580
1360,Westgate có gì thu hút giới đầu tư ngay trong mùa dịch?,"West Gate Park, Huyện Bình Chánh, TP HCM",59,2.2,,,,,,,,3943454
1361,Bán chung giá ưu đãi hổ trợ mùa dịch chỉ 23tr/m2 ngay mặt tiền đường dt 743 .,"Tecco Home, Thị Xã Thuận An, Bình Dương",62,1,2,2,22,Tây,743,3,2,3940566
1362,Bán chung cư giá hổ trợ mùa dịch ngay mặt tiền đường dt 743 giá chỉ 23tr/m2.,"Tecco Home, Thị Xã Thuận An, Bình Dương",60,1,2,2,22,Nam,743,3,2,3940562
1363,"Căn góc duy nhất 143m2, giá tốt nhất dự án hpc 105 .tiến độ đóng 2 năm","HPC Landmark Tower, Quận Hà Đông, Hà Nội",143,3,4,3,15,Tây Nam,,,2,3943434
1364,"Bán ch 03 mặt view sông sg 1,080 tỷ (vat) - nhận nhà tháng 10/2021 - ht vay 70%","Căn hộ Vista Riverside, Thị Xã Thuận An, Bình Dương",48,1.08,2,1,,Đông nam,32,200,4,3810654
1365,Cần bán ch 64m2 2pn-2wc ven sông sg - lk q12 - chỉ 1 tỷ 680 vat nhận nhà 10/2021,"Chung cư Eden Riverside, Thị Xã Thuận An, Bình Dương",64,1.68,2,2,12,Đông nam,32,200,4,3834841
1366,Ch tp thuận an view sông sg chỉ 25tr/m2 vat nhận nhà 10/2021 công chứng sang tên,"Thị trấn Lái Thiêu, Thị Xã Thuận An, Bình Dương",48,1.2,2,1,10,Đông nam,32,200,4,3859054
1368,"Căn hộ mt eastmark city thủ đức, giá bán đợt 1, 40 triệu/m2, hỗ trợ vay ưu đãi","Quận 9, TP HCM",50,2,,,,,60,100,1,3943419
1369,Căn 2pn an cư & ấm êm chỉ 2.4 tỷ tại lavita thuận an - chiết khấu 2%,"Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",70,2.4,2,2,18,,,,2,3928770
1370,"Sum vầy với căn 3pn, 2wc tại lavita thuận an, chỉ 3.1 tỷ/ căn - ck ưu đãi 4-8%","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",90,3.1,3,2,25,,,,2,3928771
1372,"Ngoại giao căn 3 pn tầng cao view vinhomes chỉ 2.2 tỷ, đã có sổ lh 0909860283","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",83,2.2,3,2,6,Đông bắc,,,1,3924027
1373,"Trực tiếp từ cđt bán căn 2 ngủ full nội thất chỉ 1.8 tỷ/ 65m2, hỗ trợ vay 0% ls","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",65,1.8,2,2,8,Tây Nam,,,1,3922985
1374,"Háo hức, nôn nao đón chào dự án mới nhất q9, tp thủ đức mt eastmark city, hot","KDC Centana Điền Phúc Thành, Quận 9, TP HCM",49,1.9,1,1,20,Đông bắc,,,1,3936239
1376,"Căn đông nam 2 pn duy nhất 68m2 hoàng huy sở dầu chỉ 1,6 tỷ","Đường Hùng Vương, Quận Hồng Bàng, Hải Phòng",68,1.6,2,2,,Đông nam,,,4,3943402
1377,Lý giải căn hộ chung cư beverly hills được săn đón dù trong mùa dịch,"Beverly Hill Hạ Long, Thành Phố Hạ Long, Quảng Ninh",62,2.15,1,1,,Nam,,,4,3942055
1378,"Căn hộ honas residence dĩ an giá rẻ từ 1.1 tỷ/căn, hỗ trợ ân hạn gốc lãi","Thị Xã Dĩ An, Bình Dương",41,1.1,2,1,,,30,,1,3943399
1379,Mở bán siêu căn hộ giá rẻ chỉ từ 899 tr / căn 300 tr nhận nhà,"Legacy Central, Thị Xã Thuận An, Bình Dương",40,0.9,1,1,,,15,5,1,3943391
1380,"Căn hộ hưng thịnh moonlight centre point cạnh aeon bình tân, giá 55tr/m2","Quận Bình Tân, TP HCM",53,2.9,2,,,,,,1,3943383
1381,Chỉ còn 5 suất ngoại giao hàng Cdt căn hộ liền kề Phú Mỹ Hưng thanh toán 70% nhận nhà ngay,"Căn hộ Him Lam Riverside, Quận 7, ",65,2.8,,,,Tây Nam,,,,3941345
1382,Trả góp chỉ từ 8 triệu/ tháng sở hữu ngay căn hộ 2pn trung tâm tp vĩnh yên,"La Fortuna, Thị Xã Vĩnh Yên, Vĩnh Phúc ",70,1.33,2,2,21,Tây Nam,,,2,3943380
1383,Thanh toán 70% nhận nhà ngay căn hộ Phú Mỹ Hưng ngân hàng hỗ trợ 50%,"Chung cư Phú Mỹ, Quận 7, ",65,2.8,,,,Đông Bắc,,,,3941343
1384,Quỹ căn ngoại giao giá tốt nhất rose town 79 ngọc hồi,"Rose Town, Quận Hoàng Mai, Hà Nội",65,1.7,2,2,27,Đông nam,,,1,3943366
1385,"Khu căn hộ cao cấp cách cụm y tế tân kiên 5p, gần làng đại học hưng long","West Gate Park, Huyện Bình Chánh, TP HCM",69.72,2.5,,,,,,,,3943376
1386,"Đắn đo chi, mua legacy central ngay đi. chỉ 135tr sở hữu ngay.","Legacy Central, Thị Xã Thuận An, Bình Dương",43,0.135,1,1,15,Đông nam,45,,,3943371
1387,"Chung cư giá từ 1,3 tỷ cơ hội vàng cho khách hàng","Đường Cầu Bính, Quận Hồng Bàng, Hải Phòng",59,1.6,2,2,18,Đông nam,,,2,3943353
1388,Căn hộ cao cấp cửa ngỏ TP Thủ Đức giá chỉ từ 33tr/m2,"HT Pearl, Thị Xã Dĩ An, ",71,2.4,,,,,,,,3941707
1389,"Bán căn 2 phòng ngủ dự án vista riverside - cuối năm vào ở, hỗ trợ ngân hàng","Quận 12, TP HCM",59,1.63,2,2,24,,,30,,3941848
1390,"Bán căn 2 phòng ngủ, cuối năm vào ở ngay sông sg giáp q12, thủ đức","Thị Xã Thuận An, Bình Dương",52,1.3,2,1,24,,,30,,3941876
1391,"Bán căn 2pn đang hoàn thiện cuối năm vào ở dự án vista, giáp q12 và thủ đức","Quận 12, TP HCM",59,1.63,2,2,24,,,30,,3941885
1392,"Thỏa ước mơ sở hữu nhà với tài chính #200 triệu, hỗ trợ ân hạn gốc miễn lãi","Thị Xã Thuận An, Bình Dương",33,0.9,1,1,29,,,,,3941886
1393,Chung cư cao cấp view biển giá từ 800 triệu,"The Ruby Hạ Long, Thành Phố Hạ Long, Quảng Ninh",45,1.4,1,1,35,,35,,4,3942860
1394,Hoàng huy grand tower - chung cư số *** 1 *** hải phòng.,"Đường Hà Nội, Quận Hồng Bàng, Hải Phòng",63,1.53,2,2,37,Đông nam,40,,4,3942584
1395,"Căn hộ masteri centre point quận 9, giá từ 3.5 tỷ, giao nhà hoàn thiện, hỗ trợ l","Quận 9, TP HCM",55,3.5,2,2,42,,120,,1,3943301
1396,"Căn hộ đất xanh opal city view thủ dầu một, bình dương, giá 33tr/m2, hỗ trợ vay","Opal Cityview, Thành phố Thủ Dầu Một, Bình Dương",60,1.9,2,2,,,60,,1,3943298
1397,"Căn hộ the rivana thuận an, 1-2-3pn, giá 31tr/m2, hỗ trợ cho vay 18 tháng ls 0%","The Rivana, Thị Xã Thuận An, Bình Dương",53,1.79,,,36,,,,,3943294
1398,Housinco premium - lựa chọn cuối cùng cho khách hàng tại nguyễn xiển,"Housinco Premium, Huyện Thanh Trì, Hà Nội",93,3.2,3,2,,Đông nam,,,3,3943289
1399,Chỉ 1.6 tỷ sở hữu căn hộ cao cấp chung cư lavender garden - 176 định công,"Lavender Garden, Quận Hoàng Mai, Hà Nội",50,1.75,2,2,,,,,1,3925910
1400,"Đầu tư sinh lời lavita thuận an, bình dương chỉ 1.6 tỷ/ căn - ck 3%","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",68,1.6,2,2,20,,,,2,3924595
1401,Ưu đãi khủng t7 ck 4-7% khi mua lavita thuận an của hưng thịnh land,"Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",68,2.3,2,2,,,,,2,3924691
1402,Ưu đãi t7 ck 3-7% khi mua biên hòa universe complex chỉ 2.2 tỷ/ căn 2pn,"Biên Hòa Universe Complex, TP Biên Hòa, Đồng Nai",68,2.2,2,2,,,,,3,3937039
1403,Siêu ưu đãi khủng t7 ck 4-8% khi mua lavita thuận an - đầu tư sinh lời,"Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",50,1.95,1,1,,,,,2,3935490
1404,"Biên hòa universe complex chỉ 2.2 tỷ căn 2pn, 2wc - ưu đãi khủng trong tháng 7","Biên Hòa Universe Complex, TP Biên Hòa, Đồng Nai",68,2.2,2,2,9,,,,3,3932147
1405,Ck khủng tháng 7 từ 4-7% khi mua lavita thuận an - đầu tư sinh lời,"Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",68,1.95,2,2,,,,,2,3933559
1406,"Chỉ 700 triệu sỡ hữu căn 2pn,2wc tại lavita thuận an - ck khủng tháng 7 đến 9%","Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",69,2.3,2,2,,,,,2,3937469
1407,Hưng thịnh ck khủng tháng 7 đến 9% - thời điểm vàng để đầu tư lavita thuận an,"Đại Lộ Bình DƯơng, Thị Xã Thuận An, Bình Dương",69,2.4,2,2,,,,,2,3937358
1408,"Căn hộ tecco home mặt tiền 8 làn xe,tt chỉ 21% kí hđmb","Thị Xã Thuận An, Bình Dương",60,1.4,2,2,22,,,,1,3856296
1409,"Căn hộ opal boulevard phạm văn đồng, đã nhận nhà, giá 2.45 tỷ/75m2/2pn-2wc","Thị Xã Dĩ An, Bình Dương",75,2.45,2,2,36,,60,50,1,3943282
1410,"Bán căn 2 pn 72.84m2 hướng đông nam thoáng mát chỉ 2 tỷ, đã có sổ lh 0909860283","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",72,2,2,2,6,Đông nam,,,1,3919611
1411,"Căn hộ eco xuân lái thiêu bình dương, mt ql13, cạnh lotte mark, giá 28tr/m2","Thị Xã Thuận An, Bình Dương",67,0.12395,2,2,,,,,1,3943278
1412,Căn hộ tiện ích tại trung tâp tp thuận an giá chỉ từ 299 triệu/căn (30%),"Legacy Central, Thị Xã Thuận An, Bình Dương",40,0.9,,,,,25,,,3943276
1413,300 triệu nhận nhà ở ngay căn hộ cao cấp aqua park bắc giang,"TP Bắc Giang, Bắc Giang",68,1.31,2,2,,Đông nam,,,,3943268
1414,"Căn hộ him lam phú đông phạm văn đồng, 67m2, 2pn-2wc, đã có sổ hồng","Chung cư Him Lam Phú Đông, Thị Xã Dĩ An, Bình Dương",67,2.2,2,2,21,,30,100,1,3943265
1415,"Bán căn hộ chung cư khu đô thị văn khê, hà đông, 3pn, 3w, 300tr nhận nhà ở ngay","Văn Khê, Quận Hà Đông, Hà Nội",135,3,3,3,50,,,,,3941546
1416,Legacy central thuận an căn hộ sang trọng giá tốt,"Legacy Central, Thị Xã Thuận An, Bình Dương",60,0.06,2,1,,,,,,3942861
1417,Căn hộ đẹp sang trọng hãy đến với legacy central,"Legacy Central, Thị Xã Thuận An, Bình Dương",50,0.9,2,1,,,,,,3938435
1418,Vì sao căn hộ ecolife riverside tại tp quy nhơn lại được nhiều nhà đầu tư săn.,"EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",64,1.5,2,2,28,Đông nam,,,,3942391
1419,Vì sao căn hộ ecolife riverside tại tp quy nhơn lại được nhiều nhà đầu tư săn.,"EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",64,1.5,2,2,28,Đông nam,,,,3942391
1420,Nhận ngay ưu đãi lên tới 100 triệu khi mua căn hộ ecolife trong thời gian này,"EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",60,1.2,2,2,28,Tây bắc,,,,3941951
1421,"Cđt ecolife ưu đãi cho khách hàng khi mua trong tuần này, liên hệ ngay","EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",60,1.2,2,2,28,Tây bắc,,,,3942034
1422,Làm sao để mua căn hộ ecolife quy nhơn mà vốn chỉ có 350 triệu. liên hệ cđt ngay,"EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",60,1.2,2,2,28,Tây bắc,,,,3942035
1423,Làm gì khi mua nhà quy nhơn mà chỉ có 350 triệu. liên hệ ngay,"EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",60,1.2,2,2,28,Tây bắc,,,,3942036
1424,Không mua căn hộ ecolife thời điểm này thì đừng mua căn căn hộ nữa. nguyên nhân?,"EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",60,1.2,2,2,28,Tây bắc,,,,3942207
1425,Ưu đãi mùa dịch mua ngay căn hô ecolife nhận ngay chiết khấu khủng,"EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",60,1.18,2,2,28,Đông nam,,,,3941368
1427,Nhượng lại căn 2p hương đông nam giá 1 tỷ 350.lh,"EcoLife Riverside, Thành Phố Quy Nhơn, Bình Định",64,1.35,2,2,28,Đông nam,,,,3941453
1428,"Căn hộ legacy central thuận an, bình dương giá rẻ, bank hỗ trợ 75%","Legacy Central, Thị Xã Thuận An, Bình Dương",45,0.135,1,1,,Đông nam,35,,,3943254
1429,"Tặng ngay 100 triệu, tặng ngay nội thất an cường cho căn hộ chỉ 2 tỷ","West Gate Park, Huyện Bình Chánh, TP HCM",59,2.1,,,,,,,,3943245
1430,Dự án nhận nhà ở ngay căn hộ 3pn 1 (diện tích 135m2),"HPC Landmark Tower, Quận Hà Đông, Hà Nội",135,3,4,3,,Đông bắc,,,2,3943229
